OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
8538,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,Automobile Allowance,1200
8539,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,315
8540,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,9736
8541,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,Bus Passes,480
8542,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,11760
8543,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,52337
8544,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,4999
8545,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,134945
8546,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,4580
8547,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,49320
8548,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Radio Equip M&R-Comm Division,150
8549,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Revenues,Taxes,Business Operations Taxes,675000
8550,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,Longevity,200
8551,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,Overtime,350
8552,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,Regular Hours,362972
8553,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,Special Districts,Sutter Business Imprvmt Area,Expenses,Other Services and Supplies,Other Technical Services,150000
8554,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Books & Periodicals,750
8555,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,5760
8556,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,300
8557,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,350
8558,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,2376
8559,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Communication Lines,1720
8560,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,6400
8561,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,50
8562,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Lodging,440
8563,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,1267
8564,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Telephone,7075
8565,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,2820
8566,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Meals,420
8567,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,460
8568,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Labor and Supply Offset,Other Cost Reimbursement - CR,-40000
8569,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Labor and Supply Offset,Central Services Mail Charges,4488
8570,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,Special Districts,Sutter Business Imprvmt Area,Revenues,"Charges, Fees, and Services",Other Fees,150000
8571,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Other Departmental Service,18000
8572,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,Special Districts,Downtown Plaza PBID,Revenues,"Charges, Fees, and Services",Special Assessments - Business,116000
8573,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,Special Districts,Old Sacramento PBID,Revenues,"Charges, Fees, and Services",Special Assessments - Business,250000
8574,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,Special Districts,Franklin Blvd PBID,Revenues,"Charges, Fees, and Services",Special Assessments - Business,66128
8575,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,Special Districts,Del Paso PBID,Revenues,"Charges, Fees, and Services",Special Assessments - Business,47380
8576,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,Special Districts,Stockton Blvd BIA,Revenues,"Charges, Fees, and Services",Special Assessments - Business,66488
8577,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,Special Districts,Handle BID No 2011-04,Revenues,"Charges, Fees, and Services",Special Assessments - Business,190000
8578,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,Other Governmental Funds,Sacramento Tourism PBID,Expenses,Labor and Supply Offset,Other Cost Reimbursement - DR,40000
8579,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,1050
8580,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,5263
8581,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,22504
8582,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,950
8583,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,200
8584,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,30635
8585,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Legal Notices,60
8586,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Communication Lines,2000
8587,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,17274
8588,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,15000
8589,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,9503
8590,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Telephone,8042
8591,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,6000
8592,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Central Services Mail Charges,18000
8593,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Budgeted Reimbursement - CR,-720000
8594,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,3150
8595,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,10342
8596,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,44221
8597,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Revenues,Intergovernmental,Miscellaneous Governmental Revenue,2000
8598,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,Other Governmental Funds,Transportation Development,Revenues,Intergovernmental,State Gasoline Tax,318000
8599,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Revenues,"Fines, Forfeitures, and  Penalties",Fines and Penalties,18000
8600,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Revenues,Licenses and Permits,Home Occupation Permits,80000
8601,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,1377
8602,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,70275
8603,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,Bus Passes,1440
8604,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,1246
8605,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,102841
8606,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,7132
8607,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Data Processing Services,66930
8608,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Clerical Services,59000
8609,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,14387
8610,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,500
8611,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,135331
8612,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,Other Governmental Funds,Major Street Construction Fund,Revenues,Taxes,Major Street Construction Tax,400000
8613,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,Longevity,700
8614,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,Out Of Class,3000
8615,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,Overtime,7633
8616,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,Regular Hours,713234
8617,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Security Services,575
8618,2015,FY2014_15,Support,Finance,Revenue Division,Business Permits,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,2626
8619,2015,FY2014_15,Support,Finance,Revenue Division,Business Permits,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,6637
8620,2015,FY2014_15,Support,Finance,Revenue Division,Business Permits,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,37864
