OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
17864,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,8630
17865,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,5952
17866,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,7265
17867,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,36900
17868,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,10729
17869,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,2250
17870,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,1382
17871,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,City Property,Computer Equipment,1248
17872,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,Other Governmental Funds,Landscaping and Lighting,Expenses,Labor and Supply Offset,Other Cost Reimbursement - DR,470000
17873,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,Other Governmental Funds,Landscaping and Lighting,Expenses,Labor and Supply Offset,Other Cost Reimbursement - DR,72000
17874,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Other Cost Reimbursement - CR,-72000
17875,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,1150
17876,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,5174
17877,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,12696
17878,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Department Labor Reduction,26964
17879,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Department Labor Reduction,26101
17880,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Telephone,100
17881,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,77173
17882,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,3580
17883,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Landscape Maintenance Services,57297
17884,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Landscape Maintenance Services,72000
17885,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software Maintenance,50
17886,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,5000
17887,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Other Cost Reimbursement - CR,-470000
17888,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Grant Labor Reimbursement,-206225
17889,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Grant Labor Reimbursement,-26101
17890,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,EPERC,-691
17891,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Construction Supplies,1150
17892,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,1500
17893,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,1500
17894,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,2500
17895,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Services,4500
17896,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,100
17897,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,1950
17898,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,75
17899,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Fees And Permits,1100
17900,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,1014
17901,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software Maintenance,1138
17902,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,50813
17903,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Security Services,18485
17904,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Other Cost Reimbursement - CR,-22000
17905,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Grant Labor Reimbursement,-198000
17906,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,EPERC,-1382
17907,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Electrical Supplies,2
17908,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Scientific And Technical Supply,360
17909,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,2743
17910,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,50
17911,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,270
17912,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Personnel Recruitment Advertis,50
17913,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,5274
17914,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Services,1799
17915,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,1760
17916,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,40354
17917,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,Other Governmental Funds,Special Recreation,Revenues,"Charges, Fees, and Services",Facility Use Fees,15000
17918,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Regular Hours,866166
17919,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,Other Governmental Funds,Special Recreation,Revenues,Intergovernmental,Miscellaneous Governmental Revenue,4000
17920,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,Other Governmental Funds,Special Recreation,Revenues,"Charges, Fees, and Services",Other Fees,1000
17921,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Revenues,Intergovernmental,Other Agency Payments,25000
17922,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,Other Governmental Funds,Special Recreation,Revenues,"Charges, Fees, and Services",Community Services Fees,50000
17923,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,50
17924,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Supplies,20079
17925,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,12559
17926,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,8662
