budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Intergovernmental Accounts,R_347110,Miscellaneous Governmental Revenue,8000
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_341040,Service Fees,40000
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_341380,Other General Fees and Charges,3219612
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_346010,Non-Subsidized Parent Fees,1870583
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_346020,Subsidized Parent Fees,50000
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,3200
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347030,Registration Fees,48200
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347040,Facility Use Fees,40000
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347100,Tour Fees,1750
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_443050,Computer Software Maintenance,10000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_444010,Rental Of Land And Buildings,89226
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_444020,Rental Of Equipment,8500
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_446020,Fees And Permits,20000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_452010,Liability Insurance Premiums,61642
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_453010,Telephone,18261
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_453020,Cellular Telephone,5000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_453030,Communication Lines,9808
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_454010,Personnel Recruitment Advertis,30000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_455010,Printing And Binding,21500
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_455020,Blueprint And Photo,173
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_456010,Recreational Services,70000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_458010,Transportation,70896
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_458020,Meals,1500
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_458030,Lodging,2500
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_458040,Other Travel Expenses,2500
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461010,Postage,1253
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461020,Office Supplies,44249
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461040,Paint Supplies,13
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461070,Safety Equipment,303
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461090,Scientific And Technical Supply,4438
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461100,Electrical Supplies,189
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461130,Construction Supplies,1027
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461150,Recreational Supplies,197269
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461160,Small Tools And Equipment,9193
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461200,Computer Supplies,8615
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Food,E_463010,Food - Food Programs,125000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Books and Periodicals,E_464010,Books & Periodicals,5708
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Objects,E_481020,Refunds And Reimbursements,5000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Objects,E_481080,Purchase Card Clearing,1839
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Objects,E_481150,Memberships Licenses and Dues,1000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Property Accounts,E_474410,Computer Equipment,39800
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,1000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Operating Transfers Accounts,E_503010,Program Support Transfer - CR,-340000
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_348010,Other Fees,18000
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Miscellaneous Revenue Accounts,R_391030,Other Departmental Services,4000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Labor Adjustments,E_810010,Centralized Labor Reduction,-786
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Labor Adjustments,E_810040,Base Labor Reduction,-3356
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,3089
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_444030,Rental Of Vehicles,20
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Energy and Fuel,E_462020,Fuel,660
FY17,Expenses,Parks and Recreation,4th R Division,,,,General Funds,Operating Transfers Accounts,E_503020,Program Support Transfer - DR,709979
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Operating Transfers Accounts,E_503010,Program Support Transfer - CR,-709979
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_346010,Non-Subsidized Parent Fees,-77300
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_346020,Subsidized Parent Fees,-7700
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_452010,Liability Insurance Premiums,51606
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_454010,Personnel Recruitment Advertis,-20000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_456010,Recreational Services,-25000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_458010,Transportation,-20000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461150,Recreational Supplies,-20000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_433010,Auditing And Accounting Svcs,20000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_433030,Engineering And Architectural,-250
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,9829
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_434030,Security Services,3840
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_434040,Medical Service,-250
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,500
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_442030,Custodial Services,5727
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,-5000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_443050,Computer Software Maintenance,5000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_444010,Rental Of Land And Buildings,774
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_444020,Rental Of Equipment,1560
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_453010,Telephone,-17661
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_453020,Cellular Telephone,-500
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_453030,Communication Lines,192
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_454010,Personnel Recruitment Advertis,-10000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_455010,Printing And Binding,3500
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_455020,Blueprint And Photo,27
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Purchased Services,E_458010,Transportation,104
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461010,Postage,247
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461020,Office Supplies,751
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461040,Paint Supplies,-13
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461070,Safety Equipment,197
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461090,Scientific And Technical Supply,-4438
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461100,Electrical Supplies,-189
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461130,Construction Supplies,-1027
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461150,Recreational Supplies,731
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461160,Small Tools And Equipment,-9193
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461200,Computer Supplies,-8615
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,General Supplies,E_461220,General Supply,20212
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Books and Periodicals,E_464010,Books & Periodicals,-5708
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Objects,E_481020,Refunds And Reimbursements,-5000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Objects,E_481080,Purchase Card Clearing,-1839
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Other Objects,E_481150,Memberships Licenses and Dues,8492
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Property Accounts,E_474410,Computer Equipment,-20000
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Intergovernmental Accounts,R_347110,Miscellaneous Governmental Revenue,10000
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347040,Facility Use Fees,-30000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employee Benefits,E_413210,Bus Passes,3000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employee Benefits,E_413260,Educational Assistance,1000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employee Benefits,E_413280,Automobile Allowance,2500
FY17,Expenses,Parks and Recreation,START Division,,,,Other Governmental Funds,Purchased Property Services,E_442030,Custodial Services,-3000
FY17,Expenses,Parks and Recreation,START Division,,,,Other Governmental Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,500
FY17,Expenses,Parks and Recreation,START Division,,,,Other Governmental Funds,Purchased Property Services,E_443050,Computer Software Maintenance,1000
FY17,Expenses,Parks and Recreation,START Division,,,,Other Governmental Funds,Purchased Property Services,E_444010,Rental Of Land And Buildings,7650
